Litologia codigo prof RHOB GR SP DT
shale2 1 10.0 1.5004029263514622 56.475252642915635 32.29800705377453 283.85379402600796
shale2 1 20.0 1.8591340880419556 62.652083665017756 44.78055908909237 327.76019368495326
shale2 1 30.0 1.9772867458045815 81.47241251712563 60.5181002983572 349.23968599107474
shale2 1 40.0 2.3353171946659796 82.02335000389246 78.16684609190018 380.7992473275381
shale2 1 50.0 2.432004348587579 85.64455809438185 66.51486434974981 437.8807033196641
shale2 1 60.0 2.443407963481236 103.86884965866463 67.04842501663995 506.083193680221
shale2 1 70.0 2.544008396446313 93.06385492937282 47.15890685375291 496.953772464284
shale2 1 80.0 2.4063608322143533 110.84951436945587 59.65885937773361 463.2548435867937
shale2 1 90.0 2.479566346311019 97.36922657900008 55.19304958725594 560.0971703927987
shale2 1 100.0 2.4361551226214733 115.93242029864358 71.70829111874916 527.7573057780737
shale2 1 110.0 2.583202389568419 107.28379459814911 59.98253536739348 524.5466891003284
shale2 1 120.0 2.5030273044251157 105.03926602738798 76.73554319332048 553.0200535633062
shale2 1 130.0 2.396076241903239 106.46376047111869 83.19374405290371 520.9572931182879
shale2 1 140.0 2.3727937199868667 116.1712958375491 61.51082887191727 626.5454905198847
shale2 1 150.0 2.4597649682754144 113.12369480885033 77.3520641057513 499.3817061695175
shale2 1 160.0 2.4350539777409477 101.85634403626443 55.204861231909554 472.5680875051611
shale2 1 170.0 2.4950126653005635 100.092675415365 68.85278924208059 552.4115594375163
shale2 1 180.0 2.6155230187674743 108.90713386120534 49.597656595567045 575.3779735375952
shale2 1 190.0 2.6368877037626444 119.9470673455865 72.49715145329965 537.4738788215044
shale2 1 200.0 2.665686494851772 118.96485071402816 78.3066997726533 526.3476839293297
shale2 1 210.0 2.600401628221401 121.3735393761741 84.59018075139603 543.1472175695557
shale2 1 220.0 2.437386550535538 127.80035280478893 74.26063190655853 544.579980603477
shale2 1 230.0 2.5498385173260796 112.3275969229786 72.38282850648163 500.3008233209783
shale2 1 240.0 2.5303626167093225 106.8320603031668 60.63932202354333 533.7696185643326
shale2 1 250.0 2.5081100452010467 102.75947780579 89.43846001174221 513.0772781516641
shale2 1 260.0 2.487513702393462 101.47197208510886 82.21218749262266 479.9085350739875
shale2 1 270.0 2.5141452336665617 108.80579201648405 73.01789123503649 498.1527902075703
shale2 1 280.0 2.418037091204476 123.71514864360732 81.18120260348402 536.5976940632461
shale2 1 290.0 2.3878138191647773 108.60351698942577 77.0689590690739 491.6929718575525
shale2 1 300.0 2.4954447199257537 104.07202500465466 83.05289298631021 487.7225382532512
shale2 1 310.0 2.531024774583103 106.92394472410912 74.89746957036414 503.4670322251684
shale2 1 320.0 2.421921022193728 125.03898072517694 60.59127096467056 510.2456030833053
shale2 1 330.0 2.602578836568291 97.54537056142878 61.341232896491185 523.0854342622331
shale2 1 340.0 2.5866599544390083 123.25945305605688 59.22957438838067 506.69758335772616
